Munic_pio,uf,nome,codigo,REGIAO,total,utiliza,distm,FPM,valorPNATE,y,x
Nova Ipixuna,PA,NOVAIPIXUNA,150497,NORTE,1471,369,47.602707254,14658.166594,92251.860437,-4.921,-49.077
Nova Timboteua,PA,NOVATIMBOTEUA,150500,NORTE,1620,161,28.286524794,15153.520855,93029.031385,-1.206,-47.386
Novo Progresso,PA,NOVOPROGRESSO,150503,NORTE,1172,620,278.54183444,22117.637446,197184.35857,-7.147,-55.382
Novo Repartimento,PA,NOVOREPARTIMENTO,150506,NORTE,10926,971,155.07727792,52391.078711,226077.92236,-4.331,-49.796
Óbidos,PA,OBIDOS,150510,NORTE,4760,927,482.14346859,38927.159992,356830.93846,-1.918,-55.518
Oeiras do Pará,PA,OEIRASDOPARA,150520,NORTE,4857,3574,109.60392523,30126.126125,114488.70176,-2.003,-49.854
Oriximiná,PA,ORIXIMINA,150530,NORTE,6028,4156,477.86109684,56493.20767,328474.80041,-1.766,-55.866
Ourém,PA,OUREM,150540,NORTE,1954,60,23.914568203,9100.1864008,100052.63314,-1.548,-47.119
Ourilândia do Norte,PA,OURILANDIADONORTE,150543,NORTE,1246,268,211.02604751,16755.972471,182996.21047,-6.755,-51.084
Pacajá,PA,PACAJA,150548,NORTE,5209,443,101.37944788,31738.790561,157547.92167,-3.838,-50.638
Palestina do Pará,PA,PALESTINADOPARA,150549,NORTE,735,471,45.663052329,8972.97869,61251.448091,-5.742,-48.317
Paragominas,PA,PARAGOMINAS,150550,NORTE,4900,539,185.08281156,73277.667773,198950.41082,-2.995,-47.353
Parauapebas,PA,PARAUAPEBAS,150553,NORTE,3042,1485,149.15076491,86737.023599,139765.49809,-6.068,-49.902
Pau D'Arco,PA,PAUDARCO,150555,NORTE,900,610,51.259696462,8325.7045241,63384.003599,-7.833,-50.044
Peixe-Boi,PA,PEIXEBOI,150560,NORTE,924,170,27.287577829,7455.3501987,85383.276528,-1.192,-47.314
Piçarra,PA,PICARRA,150563,NORTE,2472,888,59.502566389,14826.731562,98217.966909,-6.438,-48.872
Placas,PA,PLACAS,150565,NORTE,1568,307,91.952466047,13841.015589,121469.36608,-3.868,-54.22
Ponta de Pedras,PA,PONTADEPEDRAS,150570,NORTE,2311,322,105.3392673,15162.023482,137625.62331,-1.39,-48.871
Portel,PA,PORTEL,150580,NORTE,8469,3096,184.66276829,49705.410198,206139.03205,-1.936,-50.821
Porto de Moz,PA,PORTODEMOZ,150590,NORTE,6802,4272,152.50258098,36706.030986,158902.01813,-1.748,-52.238
Prainha,PA,PRAINHA,150600,NORTE,5921,733,139.59188616,32027.312585,180904.42965,-1.8,-53.48
Primavera,PA,PRIMAVERA,150610,NORTE,680,126,14.300975613,7454.859171,76420.028516,-0.943,-47.116
Quatipuru,PA,QUATIPURU,150611,NORTE,1705,194,23.453995987,11018.138255,91270.122472,-0.901,-47.006
Redenção,PA,REDENCAO,150613,NORTE,1106,881,65.60444662,52055.193647,59106.560789,-8.029,-50.031
Rio Maria,PA,RIOMARIA,150616,NORTE,652,447,98.936985533,10690.170766,86037.485965,-7.311,-50.048
Rondon do Pará,PA,RONDONDOPARA,150618,NORTE,1733,535,114.54114682,34271.925248,124950.66253,-4.776,-48.067
Rurópolis,PA,RUROPOLIS,150619,NORTE,5425,587,110.39760807,31689.550771,162426.02854,-4.096,-54.91
Salinópolis,PA,SALINOPOLIS,150620,NORTE,1289,680,21.597566871,22568.960014,56109.464739,-0.629,-47.356
Salvaterra,PA,SALVATERRA,150630,NORTE,2836,599,50.685949513,19083.209221,105368.65258,-0.753,-48.517
Santa Bárbara do Pará,PA,SANTABARBARADOPARA,150635,NORTE,1748,439,17.643554119,9838.420825,79390.540537,-1.224,-48.294
Santa Cruz do Arari,PA,SANTACRUZDOARARI,150640,NORTE,370,116,41.461951809,4905.6686866,84068.445447,-0.664,-49.163
Santa Isabel do Pará,PA,SANTAISABELDOPARA,150650,NORTE,3374,1832,27.829961883,37109.481663,72066.887442,-1.299,-48.161
Santa Luzia do Pará,PA,SANTALUZIADOPARA,150655,NORTE,2418,747,71.140506109,19472.444489,106909.65039,-1.517,-46.942
Santa Maria das Barreiras,PA,SANTAMARIADASBARREIRAS,150658,NORTE,2392,587,146.90005906,13404.292156,154236.12905,-8.855,-49.722
Santa Maria do Pará,PA,SANTAMARIADOPARA,150660,NORTE,2442,376,23.662132762,12809.761898,93044.596642,-1.352,-47.576
Santana do Araguaia,PA,SANTANADOARAGUAIA,150670,NORTE,2972,1806,96.619333387,32684.39101,102966.83155,-9.505,-50.625
Santarém,PA,SANTAREM,150680,NORTE,27141,3507,203.23198257,172359.7677,362033.29476,-2.443,-54.708
Santarém Novo,PA,SANTAREMNOVO,150690,NORTE,1407,355,19.567165083,8140.2693968,79128.756417,-0.929,-47.397
Santo Antônio do Tauá,PA,SANTOANTONIODOTAUA,150700,NORTE,3680,786,40.567158485,24182.481147,104899.49895,-1.152,-48.129
São Caetano de Odivelas,PA,SAOCAETANODEODIVELAS,150710,NORTE,1761,22,35.431893476,10955.218562,105346.12722,-0.75,-48.02
São Domingos do Araguaia,PA,SAODOMINGOSDOARAGUAIA,150715,NORTE,1763,275,40.659845984,20562.919219,95999.651229,-5.538,-48.733
São Domingos do Capim,PA,SAODOMINGOSDOCAPIM,150720,NORTE,5763,1254,64.341120981,25614.046859,132130.01097,-1.675,-47.775
São Félix do Xingu,PA,SAOFELIXDOXINGU,150730,NORTE,7251,1522,356.0689611,42023.132605,303368.3103,-6.645,-51.995
São Francisco do Pará,PA,SAOFRANCISCODOPARA,150740,NORTE,1877,515,28.725499298,13294.8409,83387.076069,-1.169,-47.795
São Geraldo do Araguaia,PA,SAOGERALDODOARAGUAIA,150745,NORTE,2883,264,72.705098408,25867.020531,125444.57467,-6.401,-48.555
São João da Ponta,PA,SAOJOAODAPONTA,150746,NORTE,730,144,14.053391651,6009.866935,77518.473743,-0.85,-47.92
São João de Pirabas,PA,SAOJOAODEPIRABAS,150747,NORTE,2142,126,24.150786019,19691.38144,96386.796163,-0.769,-47.174
São João do Araguaia,PA,SAOJOAODOARAGUAIA,150750,NORTE,2841,716,53.508356311,15917.093617,104681.10108,-5.358,-48.791
São Miguel do Guamá,PA,SAOMIGUELDOGUAMA,150760,NORTE,3996,1051,52.167176845,42126.194873,109132.38559,-1.627,-47.483
São Sebastião da Boa Vista,PA,SAOSEBASTIAODABOAVISTA,150770,NORTE,3358,2511,81.982911684,17768.856358,89197.794742,-1.718,-49.541
Sapucaia,PA,SAPUCAIA,150775,NORTE,670,496,45.059069737,7184.4897216,55028.240353,-6.947,-49.682
Senador José Porfírio,PA,SENADORJOSEPORFIRIO,150780,NORTE,1469,484,289.83143446,13086.658762,221022.624,-2.591,-51.954
Soure,PA,SOURE,150790,NORTE,214,24,69.408686652,15475.142439,104998.84589,-0.717,-48.523
Tailândia,PA,TAILANDIA,150795,NORTE,4775,1474,67.329184877,50960.605343,119535.8141,-2.947,-48.953
Terra Alta,PA,TERRAALTA,150796,NORTE,1184,106,17.07298161,6667.0034068,88961.953446,-1.038,-47.908
Terra Santa,PA,TERRASANTA,150797,NORTE,269,267,58.059038475,15352.080342,37934.560845,-2.104,-56.487
Tomé-Açu,PA,TOMEACU,150800,NORTE,6170,1410,97.775348325,49089.286874,151678.0264,-2.419,-48.152
Tracuateua,PA,TRACUATEUA,150803,NORTE,5017,1027,48.459118611,25637.567225,119057.98952,-1.072,-46.897
Trairão,PA,TRAIRAO,150805,NORTE,1457,254,131.34322354,14520.626323,143768.93003,-4.574,-55.944
Tucumã,PA,TUCUMA,150808,NORTE,1324,937,68.42913564,22191.415425,69739.729426,-6.748,-51.161
Tucuruí,PA,TUCURUI,150810,NORTE,1557,765,59.24294697,74294.717833,79644.371482,-3.768,-49.673
Ulianópolis,PA,ULIANOPOLIS,150812,NORTE,1120,390,59.322809844,21119.769669,88402.105262,-3.756,-47.501
Uruará,PA,URUARA,150815,NORTE,4026,305,100.93731566,32582.485297,149671.45694,-3.718,-53.737
Vigia,PA,VIGIA,150820,NORTE,2712,151,33.427411019,25314.868036,105096.35727,-0.858,-48.142
Viseu,PA,VISEU,150830,NORTE,11797,601,126.63169303,54883.476654,219016.76519,-1.197,-46.14
Vitória do Xingu,PA,VITORIADOXINGU,150835,NORTE,1213,268,79.79620079,10303.665928,111856.6238,-2.88,-52.01
Xinguara,PA,XINGUARA,150840,NORTE,1692,913,99.22828909,28857.714707,100447.11743,-7.095,-49.946
Serra do Navio,AP,SERRADONAVIO,160005,NORTE,656,246,171.4573084,3081.9271835,160027.24934,0.896,-52.002
Amapá,AP,AMAPA,160010,NORTE,471,88,131.11198848,4761.1292989,143432.86391,2.053,-50.793
Pedra Branca do Amapari,AP,PEDRABRANCADOAMAPARI,160015,NORTE,888,469,180.66053975,3410.6683028,154412.36677,0.778,-51.944
Calçoene,AP,CALCOENE,160020,NORTE,886,117,175.48429098,4628.807318,174962.41133,2.498,-50.949
Cutias,AP,CUTIAS,160021,NORTE,634,154,85.23728264,3260.1737708,120481.38661,0.986,-50.802
Ferreira Gomes,AP,FERREIRAGOMES,160023,NORTE,353,194,103.45083759,5241.5768407,101087.67101,0.858,-51.18
Itaubal,AP,ITAUBAL,160025,NORTE,795,333,151.63524896,3251.613995,146092.3756,-0.596,-50.671
Laranjal do Jari,AP,LARANJALDOJARI,160027,NORTE,1253,256,448.3487897,23090.931156,314025.32049,-0.842,-52.516
Macapá,AP,MACAPA,160030,NORTE,8679,3647,188.26450039,151686.7832,205070.96603,0.039,-51.066
Mazagão,AP,MAZAGAO,160040,NORTE,2249,1607,191.25741482,9199.7753907,146948.66181,-0.115,-51.289
Oiapoque,AP,OIAPOQUE,160050,NORTE,1720,71,251.68525136,8089.1233548,224247.86399,3.843,-51.835
Porto Grande,AP,PORTOGRANDE,160053,NORTE,1285,1082,109.12881441,9947.3552695,85570.660977,0.713,-51.413
Pracuúba,AP,PRACUUBA,160055,NORTE,491,60,141.02602942,2917.3590998,160617.44935,1.743,-50.791
Santana,AP,SANTANA,160060,NORTE,2386,1109,69.041610698,34029.210066,93521.307401,-0.058,-51.182
Tartarugalzinho,AP,TARTARUGALZINHO,160070,NORTE,1391,631,80.339897789,5814.0379015,101214.29644,1.506,-50.912
Vitória do Jari,AP,VITORIADOJARI,160080,NORTE,977,778,83.791951911,12010.590057,71687.083579,-0.938,-52.424
Abreulândia,TO,ABREULANDIA,170025,NORTE,240,102,79.113746201,4287.7174742,97779.022525,-9.621,-49.151
Aguiarnópolis,TO,AGUIARNOPOLIS,170030,NORTE,310,300,22.61297225,4629.4362752,28405.650979,-6.563,-47.466
Aliança do Tocantins,TO,ALIANCADOTOCANTINS,170035,NORTE,251,238,43.759601065,5239.0903062,39695.228453,-11.306,-48.936
Almas,TO,ALMAS,170040,NORTE,359,42,70.932516509,4799.1657345,114175.20223,-11.574,-47.17
Alvorada,TO,ALVORADA,170070,NORTE,100,94,34.710823532,5832.3782566,33181.041441,-12.48,-49.125
Ananás,TO,ANANAS,170100,NORTE,488,116,50.589589582,6225.7992902,92898.397539,-6.366,-48.073
Angico,TO,ANGICO,170105,NORTE,295,112,25.781341943,3909.9075753,73052.597142,-6.39,-47.865
Aparecida do Rio Negro,TO,APARECIDADORIONEGRO,170110,NORTE,144,138,29.79133905,3589.1866087,35206.679152,-9.952,-47.972
Aragominas,TO,ARAGOMINAS,170130,NORTE,1072,919,57.522179596,5985.4179364,58065.524524,-7.162,-48.528
Araguacema,TO,ARAGUACEMA,170190,NORTE,806,210,53.711820539,6470.8417028,94924.612085,-8.804,-49.556
Araguaçu,TO,ARAGUACU,170200,NORTE,484,355,66.962324861,7230.2753972,66261.195599,-12.931,-49.826
Araguaína,TO,ARAGUAINA,170210,NORTE,998,684,118.68719788,47364.923326,95510.579132,-7.191,-48.207
Araguanã,TO,ARAGUANA,170215,NORTE,211,159,52.579426989,5098.4191681,58101.718435,-6.581,-48.644
Araguatins,TO,ARAGUATINS,170220,NORTE,2697,900,51.378575995,21309.277868,95976.624257,-5.651,-48.124
Arapoema,TO,ARAPOEMA,170230,NORTE,286,188,36.579227601,5139.1113853,56390.494052,-7.658,-49.064
Arraias,TO,ARRAIAS,170240,NORTE,780,152,73.218294912,5901.0348481,110880.4708,-12.931,-46.938
Augustinópolis,TO,AUGUSTINOPOLIS,170255,NORTE,593,176,22.38771855,8262.1924798,71831.771232,-5.466,-47.888
Aurora do Tocantins,TO,AURORADOTOCANTINS,170270,NORTE,155,129,37.623865156,2780.5188274,52693.604711,-12.713,-46.408
Axixá do Tocantins,TO,AXIXADOTOCANTINS,170290,NORTE,1078,420,16.597709046,10751.307332,64063.269795,-5.617,-47.769
Babaçulândia,TO,BABACULANDIA,170300,NORTE,796,551,42.606758291,7166.1997468,57912.435131,-7.205,-47.757
Bandeirantes do Tocantins,TO,BANDEIRANTESDOTOCANTINS,170305,NORTE,249,203,72.00997364,4096.8911274,67366.126251,-7.756,-48.584
Barra do Ouro,TO,BARRADOOURO,170307,NORTE,520,181,39.29832881,4336.8439621,82939.568589,-7.689,-47.683
Barrolândia,TO,BARROLANDIA,170310,NORTE,131,113,31.342538501,3704.3119368,42167.115557,-9.836,-48.725
Bernardo Sayão,TO,BERNARDOSAYAO,170320,NORTE,633,392,34.976720092,6005.240353,59071.198039,-7.874,-48.888
Bom Jesus do Tocantins,TO,BOMJESUSDOTOCANTINS,170330,NORTE,218,213,68.215030404,4168.3959956,53582.483914,-8.965,-48.166
Brasilândia do Tocantins,TO,BRASILANDIADOTOCANTINS,170360,NORTE,103,93,34.422725614,3676.205607,40981.031692,-8.388,-48.481
Brejinho de Nazaré,TO,BREJINHODENAZARE,170370,NORTE,202,167,43.837471718,4743.017495,48905.911892,-11,-48.566
Buriti do Tocantins,TO,BURITIDOTOCANTINS,170380,NORTE,511,161,21.806825357,5059.7912781,73752.793989,-5.316,-48.229
Cachoeirinha,TO,CACHOEIRINHA,170382,NORTE,131,94,27.876126878,3363.6861979,51792.034591,-6.122,-47.922
Campos Lindos,TO,CAMPOSLINDOS,170384,NORTE,761,5,59.799058624,8408.9615461,113731.58432,-7.994,-46.868
Cariri do Tocantins,TO,CARIRIDOTOCANTINS,170386,NORTE,367,343,39.792845479,4686.9048097,40455.505571,-11.891,-49.161
Carmolândia,TO,CARMOLANDIA,170388,NORTE,176,134,15.715594129,4048.558001,39661.566835,-7.033,-48.396
Carrasco Bonito,TO,CARRASCOBONITO,170389,NORTE,363,7,12.501445541,4722.8770041,88895.945201,-5.322,-48.035
Caseara,TO,CASEARA,170390,NORTE,447,313,46.441910832,4427.7381958,61644.871286,-9.278,-49.956
Centenário,TO,CENTENARIO,170410,NORTE,235,136,60.386360252,4438.9351906,76288.643857,-8.951,-47.336
Chapada de Areia,TO,CHAPADADEAREIA,170460,NORTE,67,62,36.601184026,3344.0217998,41812.72758,-10.144,-49.14
Chapada da Natividade,TO,CHAPADADANATIVIDADE,170510,NORTE,459,232,46.563373678,4452.7243948,75268.492399,-11.617,-47.751
Colinas do Tocantins,TO,COLINASDOTOCANTINS,170550,NORTE,261,211,29.861920347,15806.940859,35002.878261,-8.059,-48.475
Combinado,TO,COMBINADO,170555,NORTE,116,99,19.361964175,2704.9876779,41395.906371,-12.792,-46.539
Conceição do Tocantins,TO,CONCEICAODOTOCANTINS,170560,NORTE,400,93,42.904840902,3894.4057643,93527.587971,-12.219,-47.298
Couto de Magalhães,TO,COUTODEMAGALHAES,170600,NORTE,596,586,44.983898505,5038.1581036,40744.582819,-8.284,-49.247
Cristalândia,TO,CRISTALANDIA,170610,NORTE,57,52,62.996059148,3812.3838637,55276.414621,-10.6,-49.193
Crixás do Tocantins,TO,CRIXASDOTOCANTINS,170625,NORTE,140,138,57.593436357,3345.4321687,49716.037628,-11.1,-48.919
Darcinópolis,TO,DARCINOPOLIS,170650,NORTE,286,138,39.526375197,4964.9168276,70535.988428,-6.713,-47.76
Dianópolis,TO,DIANOPOLIS,170700,NORTE,1006,523,79.97314811,9830.0738465,89980.932331,-11.628,-46.821
Divinópolis do Tocantins,TO,DIVINOPOLISDOTOCANTINS,170710,NORTE,326,203,74.877666586,5273.8645182,79969.388094,-9.8,-49.214
Dois Irmãos do Tocantins,TO,DOISIRMAOSDOTOCANTINS,170720,NORTE,570,482,60.836744806,4532.8994968,60066.598666,-9.258,-49.064
Dueré,TO,DUERE,170730,NORTE,223,219,70.023071414,4360.5383823,53705.176231,-11.344,-49.271
Esperantina,TO,ESPERANTINA,170740,NORTE,1027,243,26.971654095,11883.525919,79603.003098,-5.343,-48.511
Fátima,TO,FATIMA,170755,NORTE,152,141,23.662480142,3702.6457684,33555.888656,-10.761,-48.907
Figueirópolis,TO,FIGUEIROPOLIS,170765,NORTE,250,242,55.219325888,4242.2051002,47033.684654,-12.131,-49.174
Filadélfia,TO,FILADELFIA,170770,NORTE,897,575,69.871063275,6602.1841535,77870.73411,-7.336,-47.49
Formoso do Araguaia,TO,FORMOSODOARAGUAIA,170820,NORTE,1338,449,164.2928487,14632.714554,149905.37076,-11.797,-49.529
Fortaleza do Tabocão,TO,FORTALEZADOTABOCAO,170825,NORTE,171,164,27.297988513,3309.4641399,35221.568223,-9.057,-48.519
Goianorte,TO,GOIANORTE,170830,NORTE,543,406,51.492590966,4010.2647564,63056.050209,-8.776,-48.932
Goiatins,TO,GOIATINS,170900,NORTE,2325,277,93.476160093,10893.408267,133950.90319,-7.71,-47.314
Guaraí,TO,GUARAI,170930,NORTE,408,315,52.481329418,11596.34264,52274.422981,-8.834,-48.51
Gurupi,TO,GURUPI,170950,NORTE,432,255,65.936536502,31448.611046,69610.141652,-11.729,-49.069
Ipueiras,TO,IPUEIRAS,170980,NORTE,95,95,34.600920577,3624.7875558,34480.116954,-11.239,-48.463
Itacajá,TO,ITACAJA,171050,NORTE,854,128,64.513822558,5021.4680347,111296.61859,-8.392,-47.768
Itaguatins,TO,ITAGUATINS,171070,NORTE,626,107,32.001914322,7928.8706319,86394.031356,-5.768,-47.481
Itapiratins,TO,ITAPIRATINS,171090,NORTE,282,230,53.779780244,4219.5184799,57123.100367,-8.384,-48.111
Itaporã do Tocantins,TO,ITAPORADOTOCANTINS,171110,NORTE,148,108,42.998947599,3499.871387,58801.84739,-8.571,-48.689
Jaú do Tocantins,TO,JAUDOTOCANTINS,171150,NORTE,381,310,73.6977442,5784.2063501,65534.287881,-12.654,-48.594
Juarina,TO,JUARINA,171180,NORTE,298,220,20.951548774,3114.9510488,48955.56518,-8.119,-49.065
Lagoa da Confusão,TO,LAGOADACONFUSAO,171190,NORTE,535,149,147.50397306,6927.7657505,143059.98386,-10.794,-49.624
Lagoa do Tocantins,TO,LAGOADOTOCANTINS,171195,NORTE,280,163,27.857396446,4905.9688672,57251.171413,-10.378,-47.551
Lajeado,TO,LAJEADO,171200,NORTE,167,148,27.748417259,4011.7768408,37686.586013,-9.751,-48.358
Lavandeira,TO,LAVANDEIRA,171215,NORTE,106,93,44.815770898,2517.4674351,55193.239033,-12.789,-46.506
Lizarda,TO,LIZARDA,171240,NORTE,328,0,94.459025987,4715.6920908,135285.7654,-9.594,-46.673
Luzinópolis,TO,LUZINOPOLIS,171245,NORTE,161,121,18.392434254,3419.3204628,44140.667091,-6.182,-47.856
Marianópolis do Tocantins,TO,MARIANOPOLISDOTOCANTINS,171250,NORTE,486,288,42.348824622,5517.7298262,64759.531913,-9.796,-49.654
Mateiros,TO,MATEIROS,171270,NORTE,102,0,89.602469648,3252.2719386,136115.63609,-10.548,-46.421
Maurilândia do Tocantins,TO,MAURILANDIADOTOCANTINS,171280,NORTE,367,309,36.230344537,4145.0774231,46414.371648,-5.953,-47.506
Miracema do Tocantins,TO,MIRACEMADOTOCANTINS,171320,NORTE,754,571,70.175575296,10931.222442,65763.647837,-9.567,-48.392
Miranorte,TO,MIRANORTE,171330,NORTE,358,301,41.81675175,8141.0819997,43208.23133,-9.529,-48.59
Monte do Carmo,TO,MONTEDOCARMO,171360,NORTE,721,475,57.360758055,5938.4592104,69400.789965,-10.763,-48.109
Monte Santo do Tocantins,TO,MONTESANTODOTOCANTINS,171370,NORTE,159,73,44.39291361,3991.3516939,76585.541351,-10.004,-48.995
Mosquito,TO,MOSQUITO,171380,NORTE,447,266,36.125715976,4655.995411,62665.285644,-6.613,-47.546
Muricilândia,TO,MURICILANDIA,171395,NORTE,223,108,60.401848647,3833.2117248,84674.879029,-7.147,-48.611
Natividade,TO,NATIVIDADE,171420,NORTE,293,219,60.146157657,5261.4611793,62953.65675,-11.71,-47.723
Nazaré,TO,NAZARE,171430,NORTE,562,157,36.211697208,3293.1251711,90199.082075,-6.372,-47.664
Nova Olinda,TO,NOVAOLINDA,171488,NORTE,710,659,37.197039471,7423.2120505,37664.466965,-7.632,-48.423
Nova Rosalândia,TO,NOVAROSALANDIA,171500,NORTE,144,106,22.61187888,3292.3376206,48027.968075,-10.567,-48.914
Novo Acordo,TO,NOVOACORDO,171510,NORTE,206,76,83.632594527,4457.4667783,103463.04956,-9.963,-47.677
Novo Alegre,TO,NOVOALEGRE,171515,NORTE,84,82,14.238667897,2609.4107586,30531.830553,-12.931,-46.574
Novo Jardim,TO,NOVOJARDIM,171525,NORTE,202,145,62.902391204,3098.6352169,72972.754804,-11.824,-46.628
Oliveira de Fátima,TO,OLIVEIRADEFATIMA,171550,NORTE,124,124,18.81138971,3414.827572,26863.485892,-10.708,-48.907
Palmeirante,TO,PALMEIRANTE,171570,NORTE,538,332,62.719039874,5219.9144869,75221.954486,-7.86,-47.926
Palmeirópolis,TO,PALMEIROPOLIS,171575,NORTE,294,270,30.653668901,4361.3718149,36876.264913,-13.044,-48.402
Paraíso do Tocantins,TO,PARAISODOTOCANTINS,171610,NORTE,257,208,33.871936339,18326.467398,36663.486282,-10.176,-48.867
Paranã,TO,PARANA,171620,NORTE,1093,118,97.256695716,6346.2239257,131746.97249,-12.615,-47.883
Pau D'Arco,TO,PAUDARCO,171630,NORTE,324,160,93.308751868,5157.2662883,99324.768964,-7.54,-49.372
Pedro Afonso,TO,PEDROAFONSO,171650,NORTE,295,128,63.987513586,8062.7821809,83366.858925,-8.968,-48.175
Peixe,TO,PEIXE,171660,NORTE,560,551,73.863601627,8523.9771493,52072.485412,-12.025,-48.539
Pequizeiro,TO,PEQUIZEIRO,171665,NORTE,594,452,57.497730863,5207.099012,62752.823085,-8.595,-48.934
Colméia,TO,COLMEIA,171670,NORTE,393,267,52.033448575,4232.4199319,66361.811678,-8.729,-48.765
Pindorama do Tocantins,TO,PINDORAMADOTOCANTINS,171700,NORTE,238,137,34.499239443,4067.7933106,63319.326392,-11.139,-47.579
Piraquê,TO,PIRAQUE,171720,NORTE,383,294,37.562280847,4088.1180266,52608.527607,-6.774,-48.297
Pium,TO,PIUM,171750,NORTE,478,256,161.10042139,5418.6540183,134446.6586,-10.443,-49.182
Ponte Alta do Bom Jesus,TO,PONTEALTADOBOMJESUS,171780,NORTE,486,291,62.39107894,3877.0314097,79490.182754,-12.091,-46.479
Ponte Alta do Tocantins,TO,PONTEALTADOTOCANTINS,171790,NORTE,627,532,100.46023005,5245.2725839,80555.958143,-10.744,-47.536
Porto Alegre do Tocantins,TO,PORTOALEGREDOTOCANTINS,171800,NORTE,170,98,32.167153596,4064.0208817,61511.440105,-11.609,-47.049
Porto Nacional,TO,PORTONACIONAL,171820,NORTE,1149,401,77.711176279,18738.271017,99028.398028,-10.708,-48.417
Praia Norte,TO,PRAIANORTE,171830,NORTE,881,133,23.111487923,8648.4967434,84086.013333,-5.393,-47.811
Presidente Kennedy,TO,PRESIDENTEKENNEDY,171840,NORTE,98,87,34.128580188,3801.2090363,41360.665869,-8.539,-48.506
Pugmil,TO,PUGMIL,171845,NORTE,79,77,18.50737918,3687.4431397,26988.324793,-10.424,-48.894
Recursolândia,TO,RECURSOLANDIA,171850,NORTE,358,19,49.5882465,4767.7659159,106893.74109,-8.737,-47.247
Riachinho,TO,RIACHINHO,171855,NORTE,453,239,29.942716989,5131.8744703,62921.243734,-6.438,-48.137
Rio da Conceição,TO,RIODACONCEICAO,171865,NORTE,56,34,35.154780257,2942.3710186,65235.663626,-11.4,-46.883
Rio dos Bois,TO,RIODOSBOIS,171870,NORTE,198,109,27.108215682,3069.0866951,64968.361028,-9.293,-48.466
Rio Sono,TO,RIOSONO,171875,NORTE,647,358,107.27929071,5180.8825369,105107.60766,-9.344,-47.902
Sampaio,TO,SAMPAIO,171880,NORTE,141,70,16.232374008,4022.0686146,58206.171574,-5.348,-47.873
Sandolândia,TO,SANDOLANDIA,171884,NORTE,290,242,54.178252066,3483.5220436,58755.253227,-12.537,-49.925
Santa Fé do Araguaia,TO,SANTAFEDOARAGUAIA,171886,NORTE,682,392,59.681119776,5771.6557969,76511.965716,-7.157,-48.721
Santa Maria do Tocantins,TO,SANTAMARIADOTOCANTINS,171888,NORTE,195,140,40.844291429,4249.5090226,56071.18631,-8.797,-47.795
Santa Rita do Tocantins,TO,SANTARITADOTOCANTINS,171889,NORTE,357,355,97.699905213,3466.7561201,72221.201583,-10.861,-48.914
Santa Rosa do Tocantins,TO,SANTAROSADOTOCANTINS,171890,NORTE,512,181,44.747379582,5346.9695503,83194.22009,-11.449,-48.121
